store,type,department,date,weekly_sales,is_holiday,temperature_c,fuel_price_usd_per_l,unemployment
56,C,41,2018-02-12,7450.850937963752,True,19.693388357966782,0.5684537671382393,7.371080909497816
18,A,32,2018-02-13,24317.311003900235,False,7.566770153709179,1.2488273843220217,9.811777017366747
3,B,64,2018-02-14,19368.53064313728,True,38.08728529510951,1.4958210669907746,9.341032794505752
68,A,77,2018-02-15,13786.90582678748,False,32.19828829234963,1.023121475464754,3.711521505383503
17,A,75,2018-02-16,23469.264779212754,False,22.576123906404177,1.412920816286157,9.400368693152316
5,C,16,2018-02-17,12887.61316564716,True,-7.9777435543506545,0.6097856448900373,8.759406820541908
93,C,26,2018-02-18,32268.59108115459,True,31.47222242782739,1.347043796820031,7.417038633884894
18,A,52,2018-02-19,7136.164427345707,True,19.893100697474047,1.374369833472453,3.9382666907754014
92,B,60,2018-02-20,42732.64369536578,False,-7.090767773075043,1.077989415692368,5.604455551371174
76,A,98,2018-02-21,34388.76210952029,False,26.446191297116954,1.3239590164952881,8.753124928953662
56,A,79,2018-02-22,35926.092518453916,True,2.578867295622393,1.1748401264366901,8.71753072553842
53,A,74,2018-02-23,2112.5154255897623,True,39.84895350986716,1.0212025987063713,7.902556813375913
57,C,21,2018-02-24,2490.9693212303164,False,35.63379562396159,0.8341235536168338,8.257350335457849
63,B,58,2018-02-25,26674.909963792925,True,33.948504116862594,1.3589991061821187,8.964019267983886
90,C,77,2018-02-26,1943.8440508484405,True,15.420926704505092,1.3411361134976583,8.185702700340432
73,B,24,2018-02-27,20572.7770235197,False,23.1118182315653,0.8761454013223464,3.4723851206037724
58,B,68,2018-02-28,16767.554152871777,False,-4.274535732529991,1.22968937353304,6.76555456307538
23,B,87,2018-03-01,27786.56307867781,True,16.51596859814595,0.8469967184913316,9.752569339220624
92,C,42,2018-03-02,9357.845822861635,True,1.4997710682676004,1.3601533194228193,5.454191584778617
2,A,33,2018-03-03,4789.401638144713,True,21.562211145171982,1.090616288562705,7.559497959654509
27,C,47,2018-03-04,23231.50073826141,False,1.5590161291728712,0.751725729977833,6.5164709505505645
35,B,46,2018-03-05,2041.3629250207082,True,-1.2760902905083498,1.4486671482591098,4.189022150152411
86,C,55,2018-03-06,13869.267256890369,False,-3.3824737794233473,1.0358773299769592,9.584740296783725
50,B,48,2018-03-07,36905.430153926776,True,25.183090067770763,1.2279714865082836,9.808460601352063
51,C,57,2018-03-08,1807.6417671459012,False,22.641754670286602,0.5026579667839878,5.7470367803475
61,A,33,2018-03-09,26712.903578801604,False,27.869698198183755,1.2091027636970086,8.482618375887817
52,B,47,2018-03-10,36379.508260735434,False,36.98032187352253,0.6603188875294048,7.077271511504961
99,B,6,2018-03-11,15548.061915094082,False,-1.6382142397216999,0.6152141402739563,4.222062090276738
75,B,74,2018-03-12,43209.2310408203,True,32.01331806834754,0.6971035846336412,8.004142563624594
92,C,98,2018-03-13,46191.692886256424,True,6.697180306448082,0.6061051250229865,6.06806242388247
68,A,2,2018-03-14,28871.001654235683,True,-6.372964003381845,0.8178584673179202,7.423848791375293
83,B,71,2018-03-15,47527.29086097709,True,32.38470071073315,1.0026317309430022,4.259813888195996
5,C,79,2018-03-16,24323.184518971946,True,5.004612038901049,1.3190038681863894,4.223871272922682
12,B,76,2018-03-17,3337.5409969507996,True,39.37349695227417,1.1324880007175908,7.489370979062809
40,B,51,2018-03-18,29530.225900166737,False,29.549236101529566,0.6396276083647647,4.82048502626828
79,B,24,2018-03-19,37137.15380145419,True,35.43358031460923,1.4699311129744472,9.874766062110083
47,C,69,2018-03-20,26220.548326969663,True,15.582660583376061,1.4663527054756185,7.302562928078032
65,A,87,2018-03-21,17899.947732381766,False,1.3407129160400295,1.4600574746554442,8.850651660576506
38,B,54,2018-03-22,20584.90144052914,True,36.94105330941113,1.2123667350207474,7.042044200603575
8,C,40,2018-03-23,46752.33240412208,True,27.696547758585496,0.687920526952788,5.812388430155574
27,C,36,2018-03-24,23306.324924015844,True,-8.89393377933644,0.6260775656304111,8.00101592614358
14,A,26,2018-03-25,39211.58835050491,True,-8.679239895134218,1.0229873480764557,4.306091349831755
90,A,63,2018-03-26,5787.882445788455,True,-4.006671683899512,0.6110792056416727,9.7136701521489
16,B,88,2018-03-27,27281.895965252435,False,-5.154278337859371,1.354220433679437,8.744510615993725
93,A,43,2018-03-28,22673.694847924893,True,10.828628161634715,1.1216693433506195,7.929114105759548
11,C,10,2018-03-29,45852.670152288556,False,11.703040631956185,0.6223352210572819,5.211875374947679
50,B,27,2018-03-30,7201.015376017967,True,35.67081022298306,0.567256756812564,6.285051307920822
99,B,18,2018-03-31,29857.23843649458,True,3.891597409711048,0.7983656163061704,7.650252437704016
43,B,6,2018-04-01,1569.1686711062243,True,36.53336249691943,1.0233983368691948,3.1233299998386146
14,C,22,2018-04-02,21066.608074770065,True,17.542506872803248,0.5180023548849668,3.631017081288669
6,C,8,2018-04-03,43686.44413763199,True,-3.260430818793316,0.5244707776233987,7.7276735320209795
7,C,25,2018-04-04,22878.681720994293,True,15.79046280605396,1.4684392797165833,5.099757631794674
51,A,99,2018-04-05,24813.499218310903,False,10.120240691259944,1.0104241494460613,8.661954609298665
71,A,18,2018-04-06,39908.93614260288,False,14.742276733604118,1.307889465379656,9.413204451787676
43,A,86,2018-04-07,47973.49097336113,False,0.2159173183073655,0.8757620739882507,5.697447302570969
96,A,66,2018-04-08,2819.0671376414966,False,-1.5426955411204002,1.3171752520841875,7.009195315815027
49,B,38,2018-04-09,36245.449193842025,True,38.09326183806309,1.2987365347428226,6.136217765635028
75,A,51,2018-04-10,31910.712450778174,True,-2.9471829768125923,0.5216141081422009,8.676643985148376
18,B,55,2018-04-11,44624.44168178189,False,2.210980922164339,1.1243458117249963,4.067637062202712
50,C,26,2018-04-12,26430.237016848805,False,26.223849070453035,1.1463114233103462,7.101228179032486
28,A,54,2018-04-13,41416.69167832283,False,-7.21496994988878,1.220056229115231,9.005122854619078
90,A,15,2018-04-14,10824.184704680762,True,33.70681418725461,1.0484981580317387,8.302666770469626
96,C,56,2018-04-15,35515.431319649964,False,11.77281164829095,0.5174027036605281,9.050274747758355
36,B,55,2018-04-16,47543.82165346505,True,36.33251314205184,1.3195113937239957,9.650788912267899
92,A,47,2018-04-17,22826.713646170392,True,7.6591223657546585,1.3809499628887414,3.8857214022816917
99,A,69,2018-04-18,15740.372556647073,True,11.377263069045128,1.177117330261372,9.81444637058378
63,C,74,2018-04-19,36675.958901655584,True,15.910679424031912,0.9765130425608302,6.850372555339342
16,C,55,2018-04-20,40758.99593731443,True,3.3271748468927527,0.599477779393341,9.609588028866604
30,B,14,2018-04-21,46943.59063791474,True,31.765834867885296,1.289899327686183,8.022565489143
79,B,92,2018-04-22,26571.967915022557,False,-7.068674508106128,0.5732032412121845,8.792904923874993
8,C,21,2018-04-23,8119.825110306736,False,22.26565365253216,1.010005527837166,6.362488328814278
98,C,50,2018-04-24,5546.228539630389,False,39.337420167724495,1.4715181709839005,8.423651058247316
19,A,2,2018-04-25,16571.327197604616,False,-5.788417901790907,0.5680414326640513,5.183051039378812
18,A,91,2018-04-26,27061.91706479253,True,21.268188843942546,1.3752554179227183,5.907005346122291
21,C,84,2018-04-27,16712.8983948042,False,0.16035786163277876,1.3679869383537384,8.556346999003349
47,A,48,2018-04-28,36502.652047489246,False,6.46535007539342,1.2936597775111087,8.801322508195794
89,C,33,2018-04-29,32174.88649253042,True,9.63694462203605,1.1304859953516182,6.043747538451149
5,B,78,2018-04-30,42220.41669392961,True,-8.620304681103448,0.7615712130175105,8.839973616043828
53,A,17,2018-05-01,39217.22485838011,True,28.485441305784818,0.5758619427999584,7.403890205753059
92,C,78,2018-05-02,5184.6406074887955,True,-1.4720963814467485,0.6713342310584564,9.22108739333307
93,B,33,2018-05-03,36233.05577731523,False,20.466662997093962,1.3345057138502194,3.576345401390241
51,C,4,2018-05-04,35265.02431627879,False,18.389392367690665,0.9553843264577021,8.845403965495116
63,C,16,2018-05-05,40157.692304998185,False,36.18694199036286,1.4864941121900914,4.809494880103577
6,A,57,2018-05-06,8773.994552437107,True,24.165402996538,0.5524509953730415,9.662485617945297
26,A,96,2018-05-07,7337.217184529209,True,-5.0162301815117125,0.6919040316814894,7.752980122224256
66,A,92,2018-05-08,2895.381067184299,True,1.679665112355691,1.0709254400318433,8.803576730449706
1,C,33,2018-05-09,49007.31028840292,True,35.64100653015369,1.4703733003625998,3.727037174342057
54,A,74,2018-05-10,22748.85530854879,False,-0.7954577382025558,0.7765287351557285,8.636511632675033
54,A,39,2018-05-11,18185.092017824772,False,19.665043835212096,0.9349737958232424,6.960204247332285
85,B,92,2018-05-12,19589.542849106678,True,20.05482706891607,0.6015073355428346,9.877716472147055
93,C,38,2018-05-13,8148.5095166823685,False,19.080391295804336,0.5582802221174128,6.238949103238291
76,B,73,2018-05-14,44412.78598983142,False,38.42960615985742,1.0997605161858814,7.810641877345604
15,B,14,2018-05-15,45245.90655696688,False,23.96206156795833,0.914950538485071,3.165679320198421
40,C,40,2018-05-16,9137.246530109187,False,26.587086861779476,1.1784533938387667,3.4203341278423496
44,A,40,2018-05-17,3938.781597363016,True,10.943319924938812,0.6220982236940437,3.8489924249732166
83,C,4,2018-05-18,12789.030086699533,True,-4.8560598443212495,0.9991904074469645,6.193781153898857
94,C,69,2018-05-19,10200.228449612328,False,18.705918064179286,0.9379523500357647,8.675781109806785
98,B,8,2018-05-20,19699.069081647613,False,16.736237884403955,1.2023966996393611,3.0498806019571982
71,B,96,2018-05-21,31151.955222267694,False,30.98235850587095,1.2347265344077032,4.191403782961508
54,B,8,2018-05-22,5280.090575677774,False,23.540218872504774,0.7083145017046992,5.774380073231542
3,C,69,2018-05-23,22599.67087437465,True,25.545903123238922,0.6958455625578306,8.50624945784898
12,B,34,2018-05-24,14959.829079623183,True,15.548505903627127,0.9595767209374524,3.97907079797699
75,A,23,2018-05-25,28424.446427146202,True,-6.613876434025114,0.9896737203143322,3.941831804888091
81,A,78,2018-05-26,23593.87735654015,True,22.18826570128416,0.7423074868970293,7.105902902640481
63,C,40,2018-05-27,21539.29253441161,True,-3.080152892368817,1.2222294112451184,8.165966134544082
91,A,77,2018-05-28,42017.17235960181,False,31.07787492765803,0.6172439293420289,4.820541579014665
3,A,97,2018-05-29,45981.47087244477,False,16.607118177760785,1.169769609912791,6.55186697931739
34,A,22,2018-05-30,20963.271574413542,True,-8.751988744948022,0.8897616836062647,3.5561839957555565
74,A,45,2018-05-31,31335.89927093054,False,4.417636270004147,1.3855725268111638,8.644248338343406
13,B,80,2018-06-01,31493.305521665716,False,-5.584069413645284,0.7823310732706786,7.120713350980463
59,A,19,2018-06-02,2243.696959447868,False,34.85547231072126,0.7595189894341375,3.1807428316555484
95,C,44,2018-06-03,3241.3946449577616,True,9.095139375449836,0.8539227633716702,9.706448298374983
72,A,29,2018-06-04,43005.957990877345,True,33.00620837888645,0.5659613996186753,3.621565710994897
32,A,25,2018-06-05,25528.6088431521,False,27.325264107927183,1.03095051803216,7.672808371384962
44,C,79,2018-06-06,32128.32355031007,True,35.653457172449855,1.444142941605427,8.909296090224398
17,B,98,2018-06-07,36127.49078493724,False,26.866560390179508,1.0305549455182101,4.379904619641236
3,A,79,2018-06-08,3836.529637312865,False,24.886071161059228,1.2118926766416722,9.185660866276368
30,C,59,2018-06-09,40721.52825638196,False,11.758446459731783,1.1728184233786088,9.464470841388806
91,A,76,2018-06-10,31999.98050555898,False,30.35769579036745,0.6417286925575642,4.583446371774013
21,C,24,2018-06-11,5270.055668724449,False,1.1395384821058698,0.5848662285054012,3.8666610259847563
42,A,88,2018-06-12,25341.353215348296,False,18.538396172380466,0.5597249362065618,4.900227326816291
12,A,1,2018-06-13,12735.937620506396,False,17.50331404939681,0.982674330554383,7.763128713696132
58,A,33,2018-06-14,11794.508535090967,False,25.770342547736583,0.7044169410325991,5.99925162288114
9,B,4,2018-06-15,36438.10157840821,False,13.116456608166843,0.7671970553885694,9.842256408491677
15,B,62,2018-06-16,13399.529340229,True,37.04850008643143,0.8471198764925431,6.490547634917592
11,C,97,2018-06-17,44535.34709464352,True,26.34970517928989,0.9783766841754733,6.006664046130274
22,A,91,2018-06-18,30427.936184743925,False,22.82389173101039,1.319993605506321,4.2565478091232585
88,B,60,2018-06-19,37551.09881086355,False,10.632607479469183,0.7024987177311385,3.967616630632349
98,C,82,2018-06-20,6611.428726738971,True,30.055135550046245,1.25142248719988,5.151328017161932
32,B,54,2018-06-21,41931.00422830425,False,17.58949291380589,0.5295175547712244,8.289680626357793
41,C,10,2018-06-22,6495.7381837061985,True,9.739319551624913,1.4891656128566306,7.7672388617399575
93,A,17,2018-06-23,2146.601728036094,True,20.67509058967533,0.9937145564950994,6.020758859094703
53,A,34,2018-06-24,24535.463852853703,True,39.039172167572154,0.8114357431385752,4.672770567043636
9,A,67,2018-06-25,13191.741776963638,True,-3.985607923134129,1.014431619335023,6.424332286087196
33,A,51,2018-06-26,30025.884115755754,True,16.63828907348788,0.9144866273785768,4.725106039298832
82,C,40,2018-06-27,24819.460348091372,True,4.740536755601868,0.91600511107798,9.732833128925378
5,B,82,2018-06-28,25670.61053696225,True,9.724939803580384,1.0102805024399937,9.852922543170088
37,C,22,2018-06-29,42682.268854906615,True,30.156868384240155,1.4749496103432014,8.363468145816839
98,A,28,2018-06-30,1922.2593338840222,True,22.784808798249784,0.6208087902530028,5.586508888901859
24,C,47,2018-07-01,24820.095901326644,False,24.18221219877499,1.0158558661665693,3.411842431660063
27,A,5,2018-07-02,18788.99615052693,False,6.537161840762231,0.7983167714313025,7.429780177725514
9,C,1,2018-07-03,20954.065750773123,True,37.4298604553164,1.1545175517436665,9.74029508349899
63,B,86,2018-07-04,24726.743370290977,False,25.390937571619638,1.054214154453983,7.137601540619096
63,B,60,2018-07-05,31503.401524132885,True,21.223263979377986,0.5655329247911396,7.97802780141676
36,C,48,2018-07-06,9682.082819009702,True,20.97396844451638,1.328372214109054,7.938972552535491
32,C,77,2018-07-07,3178.098929278435,False,-1.2436718213244013,0.9082988202983802,6.366704421007289
20,C,30,2018-07-08,29878.605189216647,False,4.890460044442516,0.5039103457667291,6.645354666270514
84,A,64,2018-07-09,14704.521849590168,True,28.132838232677628,0.6122191563199363,5.92171570436635
23,C,66,2018-07-10,39163.62618485293,False,6.490675428819529,1.1152501108570172,3.251365676089693
16,C,35,2018-07-11,14896.918167412668,True,15.999262367038238,0.8130613449536194,7.50888746727388
35,A,16,2018-07-12,30141.140543425125,False,16.446760770780326,0.6318073894675982,7.680749120299209
77,B,41,2018-07-13,7623.886744098338,True,31.756024267154103,0.6716278109020829,5.729331546283065
36,A,81,2018-07-14,15919.643987384541,False,12.492376507582755,1.479854920114513,8.317975277411769
27,C,30,2018-07-15,24068.622056594864,False,35.39284380901204,1.332922233229798,8.318745547987291
58,A,55,2018-07-16,42319.97881238114,False,36.213494725308806,0.5630268251652085,3.584626639099869
18,B,36,2018-07-17,24964.144525671876,False,9.792517808738808,0.5488977311306895,7.4843331282405945
65,C,90,2018-07-18,1067.3254073073701,False,35.323274713757485,1.1396591560032048,3.5816022765839906
87,B,32,2018-07-19,26090.73113900765,True,36.5694427763443,0.7238767658686164,7.169806487378709
34,B,43,2018-07-20,32406.879334998284,True,-0.8666001637458702,1.0594237620641562,5.936977316622687
72,B,66,2018-07-21,45630.06875357138,True,3.0926348238984858,0.539720241833159,5.3025600809819515
83,B,71,2018-07-22,19356.74387955014,False,17.92605813337693,0.8612547624721717,4.697529115904938
6,B,80,2018-07-23,12823.152792411363,False,9.105970182135383,1.3996353811790105,5.014030668030416
88,A,34,2018-07-24,29796.395892129178,True,-2.67445374825527,0.7047583079633585,9.558370593839072
20,B,23,2018-07-25,13271.520572147048,False,-4.9806845766452685,0.6571034805697664,5.239415287240286
7,C,36,2018-07-26,31328.216312559438,False,-5.622103329108615,0.7381246415968836,4.366232150671227
61,A,50,2018-07-27,31286.11145006436,False,29.95308210360541,1.293545338027535,4.528037382521151
82,C,13,2018-07-28,43187.02912385325,False,16.88757855913459,1.041171559612903,7.16312846968963
37,B,32,2018-07-29,38866.83258684876,False,20.373330772479196,1.488935649091312,9.971672651754204
99,A,51,2018-07-30,37158.32776412476,False,12.294875211878395,0.8753655399023371,5.225004380252059
86,B,21,2018-07-31,35542.2877784813,False,9.823314891712187,0.5790167415901218,5.790771943626574
92,B,12,2018-08-01,14270.732107026852,True,0.2727776493493401,0.7238975766783862,7.787134036224407
51,B,66,2018-08-02,10930.152641991723,False,-1.3220837703099413,0.8668513960770616,6.753411723611979
77,A,91,2018-08-03,12710.691231100658,False,15.020904351035224,0.8435656746410647,8.05686895413313
41,A,98,2018-08-04,9114.656483113109,False,36.78437315091791,1.062571811297634,8.758268008005835
58,B,83,2018-08-05,13330.855886956306,False,-7.477085549589098,0.6015434234717408,6.616298927003063
84,C,88,2018-08-06,45640.08232359662,True,12.188812521508371,1.1966132934964426,4.748403401279802
42,C,24,2018-08-07,44243.50161397105,False,24.142029093881106,1.1499100484428184,7.664885513610666
71,C,59,2018-08-08,6249.8434689233545,True,0.11266103976413788,1.0263839937019106,4.967066450035453
18,B,70,2018-08-09,40485.34643287503,True,5.275947280059782,0.6458032085295421,6.732781371099671
68,C,70,2018-08-10,2462.8473685587023,True,24.08212535885575,1.1259325475988868,5.480175550146949
44,A,93,2018-08-11,14951.425832682844,True,27.187962192201702,0.6091868411924276,3.213704741862215
71,C,8,2018-08-12,17996.168532708074,False,37.88438832506732,0.6292648962614159,4.13299507735231
35,B,54,2018-08-13,15249.423852320226,True,8.77298677356783,0.8132586427627941,4.278263102404366
33,C,48,2018-08-14,10916.006776887789,False,22.191748244467952,1.2066097547118624,5.206776215522939
15,B,89,2018-08-15,26827.287432490855,True,33.802761664822896,1.3543102500132318,9.637313324475139
47,A,92,2018-08-16,49461.92166960611,False,-7.618192582297125,0.5927134629211139,6.3637287384892165
14,C,88,2018-08-17,11856.51355995475,True,39.595575063868786,1.1640744221877766,3.0537407106790315
63,A,8,2018-08-18,47464.973341056844,True,27.815987170958167,1.0712238861988763,4.396201686253235
85,C,17,2018-08-19,32777.57366531498,False,20.137716421004313,1.1016614168585936,9.961761573638988
58,C,51,2018-08-20,1396.2219092613175,False,35.62799525894063,0.782689918012442,5.202693818341832
60,B,81,2018-08-21,14919.136730857506,False,-0.8014123147913299,0.6628259250765681,5.644144945233039
55,B,13,2018-08-22,8835.479659161027,False,10.78623547376478,1.2241743831645007,3.2273114152332636
5,C,82,2018-08-23,27125.443974932987,False,24.8690657122117,1.4869002536054912,6.50244712709871
40,C,39,2018-08-24,28049.671059122862,False,17.34635814216075,0.7498769109097512,7.819092837585463
78,A,14,2018-08-25,20023.551787086413,True,-6.573066695005533,1.2105326420761153,3.0237985059930343
34,A,83,2018-08-26,14407.266933380544,True,35.30052145256008,0.8166955247229198,7.3779940600742915
2,C,20,2018-08-27,5763.289696479205,False,5.938230689423616,1.4203602038301182,3.5487728785954586
38,B,36,2018-08-28,18985.676264907655,False,32.20499190047643,1.2831824036036483,5.4466692230048945
69,C,84,2018-08-29,47166.134302092956,False,24.297381191286014,1.2302408844138535,9.199434848338305
6,B,96,2018-08-30,22064.982106685595,True,32.47370421709213,0.9132358811346118,7.141876351184953
42,A,83,2018-08-31,12932.326834802347,False,30.583801740952097,1.0642874447958555,7.958683147320408
4,A,75,2018-09-01,34434.63717326422,True,-9.542254686929343,0.7865951847095197,3.1815160182864
14,A,96,2018-09-02,49182.55785587741,True,24.968211020410813,0.7313568463293603,4.59027285049307
1,B,38,2018-09-03,41830.34083734461,True,6.295212653088619,0.8894616995474686,4.176355352693734
82,B,17,2018-09-04,21820.146882170488,False,15.650668807188332,1.0811638651676372,6.439326519390658
39,A,93,2018-09-05,38099.44892856965,True,13.770479451711633,1.1109657464045268,8.085341321811445
60,A,61,2018-09-06,6520.875995865674,True,-3.1473548525118105,1.3446488226704885,4.789556302834538
85,C,87,2018-09-07,33954.30860090893,True,33.684185125887204,1.3206827327309485,5.551158827762415
81,B,69,2018-09-08,31880.719017144693,True,0.5834451029360572,1.3809721589517077,7.966528429635422
98,A,53,2018-09-09,5251.7496356262445,False,2.555719344620586,1.0605292241655793,8.222038348168319
78,B,49,2018-09-10,28320.26664924663,True,19.14502302238794,1.157476397007264,6.06562709799557
8,C,58,2018-09-11,30087.495401864267,True,11.301618204885877,0.8568113035752488,9.39920644856344
19,B,92,2018-09-12,40539.883315117484,True,17.598884846220624,0.8604313405063123,6.488217826933596
73,B,44,2018-09-13,30352.405281529584,True,14.916351512328589,0.820964914155209,7.267168884685496
1,C,99,2018-09-14,7393.366058240144,False,19.906406652271844,1.2157262851142088,6.535652157345513
67,C,65,2018-09-15,3416.4566431296826,False,29.860284250943664,1.1116573340745042,6.515272934355753
25,B,29,2018-09-16,34501.737468582854,True,36.364191576990024,0.590083447758087,4.73086647315035
21,B,1,2018-09-17,28041.639990639684,False,1.5749562932983334,1.069321167456556,6.74555627826734
20,B,5,2018-09-18,29288.381192833098,False,-0.11314570776053934,1.3503825032880719,6.916403211005061
64,A,47,2018-09-19,41088.61053445781,True,17.784463685692902,1.2985413847390814,6.728944973017723
30,A,52,2018-09-20,38835.21058161449,False,14.794425678536737,1.286385663304919,3.8494214418366957
28,C,45,2018-09-21,6311.006562742438,True,38.84474889943327,1.2785969057490347,5.871143518486968
95,B,35,2018-09-22,9593.533920848156,False,-5.266951644787589,0.5985601769138974,5.951885233782501
75,A,80,2018-09-23,26127.409469104947,True,-3.0372911491529955,1.115905080535187,6.107864028559101
49,C,57,2018-09-24,30857.72118010827,False,22.999156787153446,0.878689648953281,3.9284684713370988
2,C,52,2018-09-25,40062.012553463836,False,-8.49317447973518,1.3290835578357365,9.248700868834806
25,C,92,2018-09-26,18380.53128365245,False,2.934477922934146,0.8871028884264431,9.579573745861946
12,B,89,2018-09-27,17863.382070791584,True,-1.1012047421754172,0.6760266070160857,5.179923780092747
18,A,1,2018-09-28,11478.428809540297,True,5.826931426596058,0.6533793371315973,8.696190305688832
2,C,78,2018-09-29,14957.072497698206,True,-8.61969622515539,0.8387440112657528,4.4382568165705205
55,A,17,2018-09-30,12453.284562399982,True,37.653552141685125,0.9732459493872181,5.959451994019351
5,C,78,2018-10-01,34015.55690292721,False,-1.985180621035994,1.3631454725616816,8.089147025369282
48,C,68,2018-10-02,21012.50347078725,True,3.2050377646388384,0.6830337149199696,8.787631361226097
26,C,21,2018-10-03,39544.0434431676,True,30.996139518660726,1.242767517187242,5.188360535462682
9,C,52,2018-10-04,31992.196069520276,True,15.278065460293558,1.243828774564785,9.231212633016336
36,C,85,2018-10-05,15431.054872142431,False,9.690411611838393,1.4351567703368675,4.607247451659097
24,B,71,2018-10-06,2168.6208785431872,False,25.374109149679946,0.6068654518282386,9.135958970101097
71,B,26,2018-10-07,20718.923503658094,False,9.92766325816202,0.6941078218938298,8.00976970249456
69,B,31,2018-10-08,24399.855582588974,False,-6.485863010510087,1.19538127743199,3.950343591820724
67,A,51,2018-10-09,18404.415488743227,False,14.30506666168683,1.3261900966550995,9.174097780882072
33,A,35,2018-10-10,31337.180091494876,True,-2.565270457479304,1.0422505069503765,5.784729144930209
15,A,73,2018-10-11,18385.75259487889,False,-3.891406709963049,1.4732429129772031,3.557047854229776
33,C,18,2018-10-12,2857.309638203456,True,-4.971470825223825,0.9220570437457055,4.06184254602593
49,B,3,2018-10-13,40308.87971724521,False,5.8183133450651106,1.267538113682217,5.207140453058669
98,C,17,2018-10-14,38554.38208918842,False,-8.395066210213766,1.0303271645482197,5.207760845165312
